-6363744 
-6313891 -4968261 -6315871 -2701289 -4547468 -3570939 -2844464 -6311801 
-6313486 -4972580 -6315628 -2698626 -4546229 -3572529 -2842714 -6310887 
-6312567 -4964019 -6314679 -2712566 -4559758 -3563152 -2855789 -6310502 
-6312179 -4956909 -6314084 -2711362 -4557000 -3563216 -2852410 -6312091 
-6313768 -4941726 -6315712 -2672146 -4518532 -3551808 -2814057 -6311463 
-6313140 -4963546 -6315269 -2692956 -4540149 -3562812 -2835639 -6310487 
-6312165 -4959999 -6314297 -2703628 -4551242 -3562064 -2846806 -6309676 
-6311352 -4957611 -6313264 -2716463 -4563480 -3563366 -2859167 -6309524 
-6311205 -4964458 -6313052 -2704827 -4550487 -3575257 -2847009 -6309521 
-6311202 -4969216 -6313264 -2692762 -4540906 -3577160 -2837166 -6308981 
-6310658 -4961894 -6312784 -2700484 -4549444 -3567845 -2845576 -6308173 
-6309854 -4956651 -6311760 -2716926 -4564716 -3566510 -2860375 -6306955 
-6308631 -4978946 -6310357 -2731475 -4578713 -3591057 -2875010 -6306014 
-6307689 -4994481 -6309647 -2725065 -4572637 -3608671 -2868397 -6304971 
-6306646 -4990306 -6308720 -2733087 -4580932 -3601772 -2875447 -6303871 
-6305545 -4980889 -6306793 -2743804 -4591637 -3595857 -2885520 -6303374 
-6305050 -4981266 -6301665 -2734822 -4581016 -3601336 -2876356 -6303396 
-6305077 -4985864 -6305481 -2718187 -4563921 -3604942 -2860108 -6302884 
-6304568 -4982497 -6306607 -2722958 -4569023 -3597549 -2864087 -6301980 
-6303659 -4973298 -6304224 -2735771 -4583299 -3589622 -2877925 -6301711 
-6303389 -4969886 -6290754 -2726472 -4573701 -3592286 -2869886 -6301741 
-6303418 -4977161 -6299506 -2714374 -4560824 -3598669 -2857316 -6301409 
-6303086 -4975217 -6305086 -2712134 -4559230 -3593136 -2855159 -6300807 
-6302488 -4962943 -6302563 -2722509 -4569580 -3581232 -2865211 -6300486 
-6302161 -4959004 -6274994 -2721910 -4567480 -3581754 -2863635 -6300553 
-6302225 -4966903 -6284182 -2708960 -4553207 -3590166 -2849717 -6300566 
-6302237 -4968209 -6303749 -2704060 -4548444 -3587678 -2845887 -6300095 
-6301769 -4955622 -6301512 -2710014 -4555167 -3574643 -2853295 -6299483 
-6301152 -4954533 -6260112 -2721321 -4565009 -3576324 -2863040 -6299466 
-6301132 -4963514 -6255614 -2708114 -4552756 -3587957 -2850892 -6299409 
-6301077 -4967246 -6299089 -2700138 -4546446 -3587659 -2844153 -6298843 
-6300512 -4957345 -6300587 -2708841 -4553666 -3575803 -2852261 -6298291 
-6299962 -4950411 -6250127 -2716101 -4561647 -3572210 -2859415 -6298374 
-6300049 -4956227 -6221181 -2703174 -4549347 -3580969 -2847675 -6298705 
-6300372 -4956824 -6288914 -2687144 -4531106 -3578677 -2830947 -6298270 
-6299936 -4951166 -6300192 -2698897 -4542716 -3567557 -2842580 -6297617 
-6299285 -4945303 -6246431 -2710087 -4553876 -3564468 -2853381 -6297745 
-6299417 -4947333 -6190229 -2698920 -4540092 -3570239 -2840632 -6298001 
-6299671 -4953249 -6271853 -2684527 -4528740 -3572041 -2828436 -6297832 
-6299500 -4948408 -6300006 -2686422 -4532954 -3561967 -2833632 -6297434 
-6299105 -4940077 -6247441 -2698697 -4544024 -3555121 -2845269 -6297716 
-6299390 -4939024 -6163350 -2689056 -4532693 -3558487 -2833917 -6297943 
-6299611 -4950509 -6241061 -2680634 -4525729 -3564958 -2827004 -6297567 
-6299235 -4952672 -6297385 -2685447 -4532711 -3562537 -2833959 -6296720 
-6298392 -4946119 -6247596 -2700568 -4548897 -3556463 -2849135 -6296431 
-6298099 -4947195 -6134539 -2699022 -4546586 -3561485 -2846872 -6296371 
-6298041 -4959129 -6193862 -2689251 -4535650 -3571772 -2836719 -6296057 
-6297729 -4960581 -6287531 -2689974 -4535636 -3569011 -2836542 -6295008 
-6296681 -4956426 -6247674 -2708976 -4556606 -3563261 -2855695 -6294392 
-6296066 -4954947 -6113532 -2706764 -4556812 -3566740 -2855827 -6294475 
-6296148 -4962820 -6144961 -2691374 -4540424 -3575101 -2840632 -6294525 
-6296202 -4961743 -6271071 -2682302 -4531149 -3570058 -2832131 -6294181 
-6295857 -4951102 -6258065 -2692847 -4541467 -3557487 -2841938 -6293906 
-6295579 -4944507 -6118961 -2695545 -4544077 -3554669 -2843686 -6294328 
-6296004 -4947881 -6117442 -2678356 -4526476 -3559922 -2825861 -6294378 
-6296051 -4954959 -6251013 -2674414 -4524732 -3560479 -2824064 -6293937 
-6295604 -4947790 -6267987 -2683637 -4535136 -3551672 -2833930 -6293560 
-6295231 -4941118 -6128074 -2690786 -4542582 -3548613 -2841278 -6293792 
-6295463 -4945777 -6085065 -2677754 -4529568 -3556246 -2828649 -6294145 
-6295816 -4950919 -6219439 -2668154 -4519715 -3557645 -2818561 -6293869 
-6295535 -4944588 -6271337 -2676716 -4529794 -3548169 -2827297 -6293415 
-6295084 -4935849 -6140231 -2685339 -4537976 -3542682 -2836176 -6293483 
-6295156 -4942562 -6059522 -2681509 -4533165 -3551735 -2831976 -6293701 
-6295367 -4951384 -6179351 -2669224 -4522238 -3558764 -2820651 -6293489 
-6295157 -4944340 -6270700 -2670598 -4524609 -3548327 -2822315 -6293218 
-6294893 -4933565 -6158752 -2681127 -4534724 -3539338 -2832717 -6293243 
-6294916 -4936456 -6050099 -2678408 -4530761 -3546669 -2829024 -6293547 
-6295218 -4946027 -6150014 -2667157 -4518200 -3555125 -2816861 -6293639 
-6295307 -4940997 -6268634 -2664262 -4517237 -3546546 -2814687 -6293051 
-6294719 -4934366 -6188737 -2683234 -4535149 -3539046 -2832544 -6292616 
-6294289 -4940064 -6055694 -2687996 -4538199 -3549584 -2836874 -6292570 
-6294246 -4953207 -6124372 -2677336 -4528959 -3562916 -2827484 -6292283 
-6293958 -4955467 -6261057 -2676094 -4529727 -3560260 -2827799 -6291561 
-6293232 -4949072 -6216278 -2691899 -4545500 -3552810 -2842952 -6291077 
-6292751 -4949297 -6071464 -2696924 -4548982 -3557351 -2846490 -6291257 
-6292928 -4956511 -6108446 -2681569 -4532633 -3566280 -2830278 -6291075 
-6292748 -4962351 -6250469 -2682550 -4534118 -3566021 -2831061 -6290358 
-6292027 -4955603 -6240789 -2695579 -4547925 -3558015 -2843312 -6289829 
-6291496 -4952212 -6091787 -2700134 -4550792 -3558097 -2848663 -6289832 
-6291505 -4960927 -6084954 -2688721 -4538276 -3569476 -2837167 -6289799 
-6291473 -4965989 -6228686 -2682952 -4532002 -3570812 -2830521 -6289191 
-6290867 -4959886 -6252567 -2695744 -4545286 -3561706 -2842127 -6288642 
-6290322 -4953820 -6104598 -2703298 -4552817 -3558487 -2849477 -6288462 
-6290137 -4964964 -6053326 -2698974 -4548400 -3570711 -2846030 -6288172 
-6289847 -4976402 -6183678 -2693158 -4543791 -3578833 -2841604 -6287285 
-6288961 -4974136 -6235683 -2705077 -4555707 -3573459 -2852736 -6286388 
-6288059 -4966544 -6089016 -2717691 -4566029 -3569248 -2862501 -6286161 
-6287829 -4971467 -5999551 -2711474 -4557398 -3578723 -2855262 -6286106 
-6287774 -4978981 -6111556 -2696310 -4543744 -3584717 -2842557 -6285987 
-6287654 -4969397 -6200744 -2693330 -4542286 -3572332 -2839788 -6285326 
